asset,timeframe,model,strategy_id,net_sr_18bp,auc,pbo,unbal_long_pct,bal_long_pct,events,config
BTC,15m,RF,ML_BTC_15m_RF,-2.701,0.5269,1.0,0.9772,0.5698,67182,
BTC,4h,CatBoost,ML_BTC_4h_CatBoost,0.2759,0.5005,1.0,0.9058,0.4258,3875,
BTC,4h,LightGBM,ML_BTC_4h_LightGBM,-0.1378,0.5372,1.0,0.7574,0.4994,3875,
BTC,4h,RF,ML_BTC_4h_RF,0.3567,0.5208,1.0,0.9652,0.4439,3875,
ETH,15m,CatBoost,ML_ETH_15m_CatBoost,-1.8017,0.5246,1.0,0.9816,0.5191,46405,
ETH,15m,LightGBM,ML_ETH_15m_LightGBM,-1.7742,0.529,1.0,0.9365,0.5203,46405,
ETH,15m,RF,ML_ETH_15m_RF,-1.7529,0.5248,1.0,0.9849,0.569,46405,
ETH,4h,CatBoost,ML_ETH_4h_CatBoost,-0.6075,0.5068,1.0,0.7143,0.4917,2695,
ETH,4h,LightGBM,ML_ETH_4h_LightGBM,0.5718,0.4975,1.0,0.6085,0.5083,2695,
ETH,4h,RF,ML_ETH_4h_RF,-0.3532,0.5057,1.0,0.731,0.5436,2695,
SOL,15m,CatBoost,ML_SOL_15m_CatBoost,-1.334,0.5248,1.0,0.9865,0.4591,49629,
SOL,15m,LightGBM,ML_SOL_15m_LightGBM,-1.7976,0.5156,1.0,0.931,0.475,49629,
SOL,15m,RF,ML_SOL_15m_RF,-1.3361,0.5221,1.0,0.9807,0.4752,49629,
SOL,4h,CatBoost,ML_SOL_4h_CatBoost,0.3453,0.5106,1.0,0.6942,0.3339,3023,
SOL,4h,LightGBM,ML_SOL_4h_LightGBM,-0.1114,0.4745,1.0,0.557,0.4446,3023,
SOL,4h,RF,ML_SOL_4h_RF,0.5254,0.4846,1.0,0.7504,0.3851,3023,
ETH,1h,CatBoost,OF_trade_imbalance_ETH_CatBoost,-0.846,0.5011,1.0,0.9298,0.4757,10889,
ETH,1h,CatBoost,OF_buy_sell_ratio_ETH_CatBoost,-0.7345,0.509,1.0,0.9151,0.4775,10889,
ETH,1h,CatBoost,OF_net_flow_zscore_24_ETH_CatBoost,-1.3918,0.4961,1.0,0.9174,0.4715,10889,
ETH,1h,CatBoost,OF_net_flow_zscore_168_ETH_CatBoost,-1.0269,0.4996,1.0,0.9187,0.4734,10889,
ETH,1h,CatBoost,OF_cum_imbalance_24h_ETH_CatBoost,-1.0487,0.4993,1.0,0.927,0.4431,10889,
ETH,1h,CatBoost,OF_cum_imbalance_72h_ETH_CatBoost,-1.1959,0.4935,1.0,0.9238,0.4766,10889,
ETH,1h,CatBoost,OF_impact_zscore_ETH_CatBoost,-1.0556,0.4991,1.0,0.9164,0.472,10889,
ETH,1h,CatBoost,OF_amihud_zscore_ETH_CatBoost,-1.5802,0.4963,1.0,0.9279,0.4784,10889,
ETH,1h,CatBoost,OF_roll_spread_ETH_CatBoost,-1.231,0.5013,1.0,0.9082,0.4839,10889,
ETH,1h,CatBoost,OF_signed_run_ETH_CatBoost,-1.1405,0.5052,1.0,0.9242,0.4729,10889,
ETH,1h,CatBoost,OF_vol_price_divergence_ETH_CatBoost,-1.3227,0.4946,1.0,0.9201,0.4559,10889,
SOL,1h,CatBoost,OF_trade_imbalance_SOL_CatBoost,-0.3839,0.5161,1.0,0.9542,0.3662,12000,
SOL,1h,CatBoost,OF_buy_sell_ratio_SOL_CatBoost,-0.4373,0.5199,1.0,0.9525,0.3533,12000,
SOL,1h,CatBoost,OF_net_flow_zscore_24_SOL_CatBoost,-0.5656,0.5137,1.0,0.9454,0.3667,12000,
SOL,1h,CatBoost,OF_net_flow_zscore_168_SOL_CatBoost,-0.6267,0.5218,1.0,0.9367,0.3688,12000,
SOL,1h,CatBoost,OF_cum_imbalance_24h_SOL_CatBoost,-0.6533,0.5322,1.0,0.9575,0.3479,12000,
SOL,1h,CatBoost,OF_cum_imbalance_72h_SOL_CatBoost,-0.6447,0.5162,1.0,0.9383,0.4042,12000,
SOL,1h,CatBoost,OF_impact_zscore_SOL_CatBoost,-0.4386,0.5103,1.0,0.9358,0.3558,12000,
SOL,1h,CatBoost,OF_amihud_zscore_SOL_CatBoost,-0.7108,0.5098,1.0,0.9567,0.3421,12000,
SOL,1h,CatBoost,OF_roll_spread_SOL_CatBoost,-0.543,0.521,1.0,0.9583,0.3658,12000,
SOL,1h,CatBoost,OF_signed_run_SOL_CatBoost,-0.5912,0.5153,1.0,0.9508,0.3508,12000,
SOL,1h,CatBoost,OF_vol_price_divergence_SOL_CatBoost,-0.6461,0.527,1.0,0.9371,0.3717,12000,
BTC,1h,CatBoost,ABLATION_Full_VALID,-1.6349,0.5008,1.0,,0.4229,15271,Full_VALID
BTC,1h,CatBoost,ABLATION_No_CPCV,-1.6349,0.5008,,,0.4229,15271,No_CPCV
BTC,1h,CatBoost,ABLATION_No_Balance,0.1899,0.5021,1.0,0.9715,0.9715,15271,No_Balance
BTC,1h,CatBoost,ABLATION_No_Cost,-0.0565,0.5008,1.0,,0.4229,15271,No_Cost
BTC,1h,CatBoost,ABLATION_No_Permutation,-1.6349,0.5008,1.0,,0.4229,15271,No_Permutation
BTC,1h,CatBoost,ABLATION_AUC_Only,0.3183,0.5021,,0.9715,0.9715,15271,AUC_Only
BTC,1h,CatBoost,ABLATION_No_Balance_No_CPCV,0.1899,0.5021,,0.9715,0.9715,15271,No_Balance_No_CPCV
BTC,1h,CatBoost,ABLATION_No_Cost_No_Perm,-0.0565,0.5008,1.0,,0.4229,15271,No_Cost_No_Perm
BTC,1h,LightGBM,ABLATION_Full_LightGBM,-1.554,0.4885,1.0,,0.4795,15271,Full_LightGBM
BTC,1h,RF,ABLATION_Full_RF,-1.8054,0.5036,1.0,,0.4537,15271,Full_RF
BTC,1h,LightGBM,ABLATION_No_CPCV_LightGBM,-1.554,0.4885,,,0.4795,15271,No_CPCV_LightGBM
BTC,1h,RF,ABLATION_No_CPCV_RF,-1.8054,0.5036,,,0.4537,15271,No_CPCV_RF
BTC,1h,MLP_2layer,DL_MLP_2layer_BTC_1h,-0.2564,0.5005,1.0,0.8776,0.8776,15271,
BTC,1h,MLP_3layer,DL_MLP_3layer_BTC_1h,0.0752,0.5158,1.0,0.945,0.945,15271,
BTC,1d,MLP_2layer,DL_MLP_2layer_BTC_1d,0.4553,0.4782,1.0,0.815,0.815,864,
BTC,1d,MLP_3layer,DL_MLP_3layer_BTC_1d,0.5303,0.4985,1.0,0.7977,0.7977,864,
ETH,1h,MLP_2layer,DL_MLP_2layer_ETH_1h,-0.3654,0.4871,1.0,0.9389,0.9389,10889,
ETH,1h,MLP_3layer,DL_MLP_3layer_ETH_1h,-0.2782,0.4937,1.0,0.9858,0.9858,10889,
ETH,1d,MLP_2layer,DL_MLP_2layer_ETH_1d,-0.279,0.5277,1.0,0.9771,0.9771,653,
ETH,1d,MLP_3layer,DL_MLP_3layer_ETH_1d,-0.7809,0.5949,1.0,0.8931,0.8931,653,
SOL,1h,MLP_2layer,DL_MLP_2layer_SOL_1h,-0.079,0.5102,1.0,0.985,0.985,12000,
SOL,1h,MLP_3layer,DL_MLP_3layer_SOL_1h,0.1295,0.5171,1.0,0.9967,0.9967,12000,
SOL,1d,MLP_2layer,DL_MLP_2layer_SOL_1d,1.2118,0.5152,1.0,0.9918,0.9918,608,
SOL,1d,MLP_3layer,DL_MLP_3layer_SOL_1d,0.7791,0.531,1.0,0.9754,0.9754,608,
BTC,1h,Transformer,DL_Transformer_BTC_1h,-1.1688,0.4993,1.0,0.8203,0.5087,15271,
BTC,1h,LSTM_bidir,DL_LSTM_bidir_BTC_1h,-0.7485,0.5137,1.0,0.8907,0.4216,15271,
BTC,1h,TCN,DL_TCN_BTC_1h,-1.2413,0.5017,1.0,0.7912,0.5499,15271,
BTC,1d,Transformer,DL_Transformer_BTC_1d,-1.1564,0.428,1.0,0.7803,0.5491,864,
BTC,1d,LSTM_bidir,DL_LSTM_bidir_BTC_1d,-0.2212,0.4607,1.0,0.8671,0.4335,864,
BTC,1d,TCN,DL_TCN_BTC_1d,-0.8795,0.4305,1.0,0.7977,0.5954,864,
ETH,1h,Transformer,DL_Transformer_ETH_1h,-1.1853,0.5103,1.0,0.742,0.5087,10889,
ETH,1h,LSTM_bidir,DL_LSTM_bidir_ETH_1h,-0.6433,0.4969,1.0,0.7309,0.4109,10889,
ETH,1h,TCN,DL_TCN_ETH_1h,-0.793,0.4884,1.0,0.7433,0.5514,10889,
ETH,1d,Transformer,DL_Transformer_ETH_1d,1.9787,0.6427,1.0,0.7863,0.5038,653,
ETH,1d,LSTM_bidir,DL_LSTM_bidir_ETH_1d,1.4642,0.583,1.0,0.855,0.3282,653,
ETH,1d,TCN,DL_TCN_ETH_1d,1.0772,0.5674,1.0,0.6718,0.3664,653,
SOL,1h,Transformer,DL_Transformer_SOL_1h,-1.3408,0.4937,1.0,0.7842,0.4288,12000,
SOL,1h,LSTM_bidir,DL_LSTM_bidir_SOL_1h,-0.3336,0.5163,1.0,0.8196,0.375,12000,
SOL,1h,TCN,DL_TCN_SOL_1h,-0.7776,0.5218,1.0,0.7088,0.5008,12000,
SOL,1d,Transformer,DL_Transformer_SOL_1d,0.0459,0.5086,1.0,0.6885,0.4344,608,
SOL,1d,LSTM_bidir,DL_LSTM_bidir_SOL_1d,-0.1475,0.5723,1.0,1.0,0.4098,608,
SOL,1d,TCN,DL_TCN_SOL_1d,0.911,0.4318,1.0,0.8033,0.2213,608,
